"","x"
"2189","중금속·미량원소-[화학반응-장비측정]-(정성)_AI (aluminium)"
"2190","중금속·미량원소-[화학반응-장비측정]-(정성)_As"
"2191","중금속·미량원소-[화학반응-장비측정]-(정성)_Cd"
"2192","중금속·미량원소-[화학반응-장비측정]-(정성)_Co (cobalt)"
"2193","중금속·미량원소-[화학반응-장비측정]-(정성)_Cr (chromium)"
"2194","중금속·미량원소-[화학반응-장비측정]-(정성)_Cu"
"2195","중금속·미량원소-[화학반응-장비측정]-(정성)_Hg"
"2196","중금속·미량원소-[화학반응-장비측정]-(정성)_I (iodine)"
"2197","중금속·미량원소-[화학반응-장비측정]-(정성)_Li"
"2198","중금속·미량원소-[화학반응-장비측정]-(정성)_Mn"
"2199","중금속·미량원소-[화학반응-장비측정]-(정성)_Ni (nikel)"
"2200","중금속·미량원소-[화학반응-장비측정]-(정성)_Pb"
"2201","중금속·미량원소-[화학반응-장비측정]-(정성)_Pt (platinum)"
"2202","중금속·미량원소-[화학반응-장비측정]-(정성)_Se"
"2203","중금속·미량원소-[화학반응-장비측정]-(정성)_Zn"
"2204","중금속·미량원소-[화학반응-장비측정]-(정성)-고형조직_Ag (silver)"
"2205","중금속·미량원소-[화학반응-장비측정]-(정성)-고형조직_AI (aluminium)"
"2206","중금속·미량원소-[화학반응-장비측정]-(정성)-고형조직_As"
"2207","중금속·미량원소-[화학반응-장비측정]-(정성)-고형조직_Cd"
"2208","중금속·미량원소-[화학반응-장비측정]-(정성)-고형조직_Co (cobalt)"
"2209","중금속·미량원소-[화학반응-장비측정]-(정성)-고형조직_Cr (chromium)"
"2210","중금속·미량원소-[화학반응-장비측정]-(정성)-고형조직_Cu"
"2211","중금속·미량원소-[화학반응-장비측정]-(정성)-고형조직_Hg"
"2212","중금속·미량원소-[화학반응-장비측정]-(정성)-고형조직_I (iodine)"
"2213","중금속·미량원소-[화학반응-장비측정]-(정성)-고형조직_Li"
"2214","중금속·미량원소-[화학반응-장비측정]-(정성)-고형조직_Mn"
"2215","중금속·미량원소-[화학반응-장비측정]-(정성)-고형조직_Ni (nikel)"
"2216","중금속·미량원소-[화학반응-장비측정]-(정성)-고형조직_Pb"
"2217","중금속·미량원소-[화학반응-장비측정]-(정성)-고형조직_Pt (platinum)"
"2218","중금속·미량원소-[화학반응-장비측정]-(정성)-고형조직_Se"
"2219","중금속·미량원소-[화학반응-장비측정]-(정성)-고형조직_Zn"
"2220","중금속·미량원소-[화학반응-장비측정]-(정량)_Ag (silver)"
"2221","중금속·미량원소-[화학반응-장비측정]-(정량)_AI (aluminium)"
"2222","중금속·미량원소-[화학반응-장비측정]-(정량)_As"
"2223","중금속·미량원소-[화학반응-장비측정]-(정량)_Cd"
"2224","중금속·미량원소-[화학반응-장비측정]-(정량)_Co (cobalt)"
"2225","중금속·미량원소-[화학반응-장비측정]-(정량)_Cr (chromium)"
"2226","중금속·미량원소-[화학반응-장비측정]-(정량)_Cu"
"2227","중금속·미량원소-[화학반응-장비측정]-(정량)_Hg"
"2228","중금속·미량원소-[화학반응-장비측정]-(정량)_I (iodine)"
"2229","중금속·미량원소-[화학반응-장비측정]-(정량)_Li"
"2230","중금속·미량원소-[화학반응-장비측정]-(정량)_Mn"
"2231","중금속·미량원소-[화학반응-장비측정]-(정량)_Ni (nikel)"
"2232","중금속·미량원소-[화학반응-장비측정]-(정량)_Pb"
"2233","중금속·미량원소-[화학반응-장비측정]-(정량)_Pt (platinum)"
"2234","중금속·미량원소-[화학반응-장비측정]-(정량)_Se"
"2235","중금속·미량원소-[화학반응-장비측정]-(정량)_Zn"
"2236","중금속·미량원소-[화학반응-장비측정]-(정량)-고형조직_Ag (silver)"
"2237","중금속·미량원소-[화학반응-장비측정]-(정량)-고형조직_AI (aluminium)"
"2238","중금속·미량원소-[화학반응-장비측정]-(정량)-고형조직_As"
"2239","중금속·미량원소-[화학반응-장비측정]-(정량)-고형조직_Cd"
"2240","중금속·미량원소-[화학반응-장비측정]-(정량)-고형조직_Co (cobalt)"
"2241","중금속·미량원소-[화학반응-장비측정]-(정량)-고형조직_Cr (chromium)"
"2242","중금속·미량원소-[화학반응-장비측정]-(정량)-고형조직_Cu"
"2243","중금속·미량원소-[화학반응-장비측정]-(정량)-고형조직_Hg"
"2244","중금속·미량원소-[화학반응-장비측정]-(정량)-고형조직_I (iodine)"
"2245","중금속·미량원소-[화학반응-장비측정]-(정량)-고형조직_Li"
"2246","중금속·미량원소-[화학반응-장비측정]-(정량)-고형조직_Mn"
"2247","중금속·미량원소-[화학반응-장비측정]-(정량)-고형조직_Ni (nikel)"
"2248","중금속·미량원소-[화학반응-장비측정]-(정량)-고형조직_Pb"
"2249","중금속·미량원소-[화학반응-장비측정]-(정량)-고형조직_Pt (platinum)"
"2250","중금속·미량원소-[화학반응-장비측정]-(정량)-고형조직_Se"
"2251","중금속·미량원소-[화학반응-장비측정]-(정량)-고형조직_Zn"
"2252","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_Ag (silver)"
"2253","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_AI (aluminium)"
"2254","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_As"
"2255","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_Cd"
"2256","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_Co (cobalt)"
"2257","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_Cr (chromium)"
"2258","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_Cu"
"2259","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_Fe (iron)"
"2260","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_Fluoride"
"2261","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_Hg"
"2262","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_I (iodine)"
"2263","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_Li"
"2264","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_Mn"
"2265","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_Ni (nikel)"
"2266","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_Pb"
"2267","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_Pt (platinum)"
"2268","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_Se"
"2269","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_Zn"
"2270","중금속·미량원소-[정밀분광-질량분석]-질량(정량)_요중불화물"
"2271","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_Ag (silver)"
"2272","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_AI (aluminium)"
"2273","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_As"
"2274","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_Cd"
"2275","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_Co (cobalt)"
"2276","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_Cr (chromium)"
"2277","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_Cu"
"2278","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_Fe (iron)"
"2279","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_Fluoride"
"2280","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_Hg"
"2281","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_I (iodine)"
"2282","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_Li"
"2283","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_Mn"
"2284","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_Ni (nikel)"
"2285","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_Pb"
"2286","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_Pt (platinum)"
"2287","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_Se"
"2288","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_Zn"
"2289","중금속·미량원소-[정밀분광-질량분석]-질량(정량)-고형조직_요중불화물"
"2290","요임신반응검사-[일반면역검사](정성)"
"2291","요임신반응검사-[정밀면역검사](정량)"
"2292","조기양막파수-[일반면역검사]-간이검사_태아피브로넥틴정성검사"
"2293","조기양막파수-[정밀면역검사]_태아피브로넥틴정량검사"
"2294","특수배양(배양 및 동정)_호흡기마이코플라즈마"
"2295","일반배양-배양 및 동정-정량배양_기관지폐포세척액"
"2296","일반배양-배양 및 동정-정량배양_이식재초음파세척액"
"2297","일반배양-배양 및 동정-정량배양_조직세균(외상 및 화상환자)"
"2298","일반배양-배양 및 동정-혈액배양 양성검체 및 소변검체에 대하여 직접 전처리과정을 거쳐 동정한 경우"
"2299","일반배양-배양,동정및약제감수성(디스크확산법)"
"2300","일반배양-배양, 동정 및 디스크확산법-정량배양_기관지폐포세척액"
"2301","일반배양-배양, 동정 및 디스크확산법-정량배양_이식재초음파세척액"
"2302","일반배양-배양, 동정 및 디스크확산법-정량배양_조직세균(외상 및 화상환자)"
"2303","일반배양-배양,동정및약제감수성(디스크확산법)(혐기성배양동시실시)"
"2304","일반배양-배양,동정및약제감수성(항균제최소억제농도)"
"2305","일반배양-배양, 동정 및 항균제 최소억제농도-정량배양_기관지폐포세척액"
"2306","일반배양-배양, 동정 및 항균제 최소억제농도-정량배양_이식재초음파세척액"
"2307","일반배양-배양, 동정 및 항균제 최소억제농도-정량배양_조직세균(외상 및 화상환자)"
"2308","일반배양-배양,동정및약제감수성(항균제최소억제농도)(혐기성배양동시실시)"
"2309","세균독소검사-내독소검사[화학반응-장비측정]"
"2310","세균독소검사-내독소검사[정밀면역검사]"
"2311","특수배양-항산균 배양 및 동정-고체배지"
"2312","특수배양-항산균 배양 및 동정-액체배지"
"2313","특수배양-항산균약제감수성(약제수 불문)-고체배지"
"2314","특수배양-항산균약제감수성(약제수 불문)-액체배지"
"2315","결핵균-[일반면역검사]"
"2316","결핵균-[정밀면역검사]"
"2317","핵산증폭-정성그룹2_비결핵항산균 동정검사[중합효소연쇄반응교잡반응법]"
"2318","핵산증폭-정성그룹2_비결핵항산균 동정검사[중합효소연쇄반응-제한효소절편길이다형법]"
"2319","핵산증폭-정성그룹2_비결핵항산균[이중중합효소연쇄반응법]"
"2320","핵산증폭-정성그룹3_결핵균[이중중합효소연쇄반응법]"
"2321","핵산증폭-정성그룹3_결핵균[중합효소연쇄반응교잡반응법]"
"2322","일반면역검사-바이러스항원(바이러스별)-2종을 검사한 경우"
"2323","일반면역검사-바이러스항원(바이러스별)-노로바이러스항원 간이검사"
"2324","핵산증폭-정성그룹2_거대세포바이러스(Cytomegalovirus, CMV) [실시간중합효소연쇄반응법]"
"2325","핵산증폭-정성그룹2_거대세포바이러스(Cytomegalovirus, CMV) [이중중합효소연쇄반응법]"
"2326","핵산증폭-정성그룹3_지카바이러스[실시간역전사중합효소연쇄반응법]"
"2327","핵산증폭-정성그룹3_뎅기바이러스 [실시간역전사중합효소연쇄반응법]"
"2328","핵산증폭-유전자형그룹1_인유두종바이러스(Human Papillomavirus, HPV) [중합효소연쇄반응-제한효소절편길이다형법]"
"2329","핵산증폭-유전자형그룹1_인유두종바이러스(Human Papillomavirus, HPV) [실시간중합효소연쇄반응법]"
"2330","핵산증폭-유전자형그룹1_인유두종바이러스(Human Papillomavirus, HPV) [인베이더법]"
"2331","핵산증폭-유전자형그룹1_인유두종바이러스(Human Papillomavirus, HPV) [중합효소연쇄반응-교잡반응법]"
