,concept_code,concept_name,domain_id,vocabulary_id,concept_class_id,valid_start_date,valid_end_date,invalid_reason,synonyms,material,dosage,dosage_unit,concept_code_bf,ancestor_concept_code
6255,F0101309,BIO EDEN PEEK CAGE I (for lumbar),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BIO EDEN PEEK CAGE I (요추용),PEEK,NA,NA,NA,NA
6256,F0101318,ZEST PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ZEST PLIF CAGE,"PEEK-OPTIMA LT1, TITANIUM 6Al-4V ELI",NA,NA,NA,NA
6257,F0101321,VELOFIX PEEK LUMBAR CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,VELOFIX PEEK LUMBAR CAGE,PEEK,NA,NA,NA,NA
6258,F0101331,OPINIO PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,OPINIO PLIF CAGE,PEEK-OPTIMA LT1 등,NA,NA,NA,NA
6259,F0101342,4CIS ONE-TOUCH CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,4CIS ONE-TOUCH CAGE,TITANIUM ALLOY,NA,NA,NA,NA
6260,F0101368,ANYPLUS PLIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ANYPLUS PLIF PEEK CAGE,PEEK,NA,NA,NA,NA
6261,F0101373,EP CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,EP CAGE,"PEEK
",NA,NA,NA,NA
6262,F0101384,LOSPA IS PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LOSPA IS PLIF CAGE,PEEK(STERILE),NA,NA,NA,NA
6263,F0101388,PANTHER SPINAL CAGE PLIF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PANTHER SPINAL CAGE PLIF,TI-6AL-4V ELI ALLOY 100%,NA,NA,NA,NA
6264,F0101391,TRAN-C,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TRAN-C,PEEK,NA,NA,NA,NA
6265,F0101396,EDEN LUMBAR PEEK CAGE -Ⅲ(STERILE),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,EDEN LUMBAR PEEK CAGE -Ⅲ(STERILE),PEEK,NA,NA,NA,NA
6266,F0101409,BIO EDEN PEEK CAGE IV (for lumbar),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BIO EDEN PEEK CAGE IV (요추용),PEEK 등,NA,NA,NA,NA
6267,F0101418,MARINE PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MARINE PLIF CAGE,PEEK,NA,NA,NA,NA
6268,F0101468,ANYPLUS PLIF PEEK CAGE(STERILE),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ANYPLUS PLIF PEEK CAGE(STERILE),PEEK,NA,NA,NA,NA
6269,F0101472,CAPSTONE CONTROL,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CAPSTONE CONTROL,PEEK,NA,NA,NA,NA
6270,F0101473,TS CAGE - PLIF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TS CAGE - PLIF,"PEEK,TITANIUM ALLOY",NA,NA,NA,NA
6271,F0101491,KH PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,KH PLIF CAGE,"POLYETHERETHERKETONE, TITANIUM 6AI-4V ELI",NA,NA,NA,NA
6272,F0101496,EDEN LUMBAR PEEK CAGE-IV,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,EDEN LUMBAR PEEK CAGE-IV,PEEK+ TITANIUM ALLOY+TANTALUM MARKER,NA,NA,NA,NA
6273,F0101542,PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PEEK CAGE,PEEK,NA,NA,NA,NA
6274,F0101573,MEDUSSA CAGE (ST) - PLIF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MEDUSSA CAGE (ST) - PLIF,TI-6AL-4V ELI,NA,NA,NA,NA
6275,F0101642,4CIS PEEK PLIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,4CIS PEEK PLIF CAGE,PEEK OPTIMA LT1,NA,NA,NA,NA
6276,F0101802,APIS TLFC CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,APIS TLFC CAGE,PEEK,NA,NA,NA,NA
6277,F0101803,LUMFIX CAGE PLIF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LUMFIX CAGE PLIF,PEEK+HA,NA,NA,NA,NA
6278,F0101902,APIS TLFS CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,APIS TLFS CAGE,TITANIUM ALLOY,NA,NA,NA,NA
6279,F0101903,MIGHTMUS-L,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MIGHTMUS-L,PEEK,NA,NA,NA,NA
6280,F0101907,MUSE PLIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MUSE PLIF PEEK CAGE,PEEK,NA,NA,NA,NA
6281,F0101923,NOVOMAX-L,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NOVOMAX-L,BGS-7,NA,NA,NA,NA
6282,F0103003,SYNFIX - LR,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SYNFIX - LR,PEEK/TITANIUM ALLOY,NA,NA,NA,NA
6283,F0103020,HELIX CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,HELIX CAGE,TITANIUM 6AL-4V ELI ALLOY,NA,NA,NA,NA
6284,F0103029,4S SPINAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,4S SPINAL CAGE,TITANIUM,NA,NA,NA,NA
6285,F0103042,VARIAN CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,VARIAN CAGE,TITANIUM,NA,NA,NA,NA
6286,F0103066,PHIL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PHIL CAGE,TI6A14V,NA,NA,NA,NA
6287,F0103073,VARIAN CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,VARIAN CAGE,TI-6A1-4V ELI ALLOY,NA,NA,NA,NA
6288,F0103115,TYCHE EXPANDERBLE CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TYCHE EXPANDERBLE CAGE,TITANIUM ALLOY,NA,NA,NA,NA
6289,F0103129,PK-CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PK-CAGE,"PEEK, TITANIUM 6AL-4V ELI",NA,NA,NA,NA
6290,F0104026,3D CAGE - CORPECTOMY(C),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,3D CAGE - CORPECTOMY(C),TI-6AL-4V ELI,NA,NA,NA,NA
6291,F0104172,PYRAMESH ROUND TYPE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PYRAMESH ROUND TYPE,TITANIUM,NA,NA,NA,NA
6292,F0104201,TITANIUM MESH,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TITANIUM MESH,TITANIUM,NA,NA,NA,NA
6293,F0104203,SYNMESH ROUND MESH,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SYNMESH ROUND MESH,TITANIUM,NA,NA,NA,NA
6294,F0104303,SYNMESH OBLONG MESH,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SYNMESH OBLONG MESH,TITANIUM,NA,NA,NA,NA
6295,F0104308,SURGICAL TITANIUM MESH IMPLANT,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SURGICAL TITANIUM MESH IMPLANT,CP TITANIUM,NA,NA,NA,NA
6296,F0105001,SOLIS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SOLIS,PEEK(POLY ETHER KETONE 450G NATURAL),NA,NA,NA,NA
6297,F0105003,CERVIOS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CERVIOS,PEEK,NA,NA,NA,NA
6298,F0105007,CESPACE PEEK,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CESPACE PEEK,PEEK OPTIMA/TANTALUM,NA,NA,NA,NA
6299,F0105009,BIO CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BIO CERVICAL CAGE,PEEK,NA,NA,NA,NA
6300,F0105014,GENOSS CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,GENOSS CERVICAL CAGE,"PEEK,TITANIUM",NA,NA,NA,NA
6301,F0105017,FIDJI CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FIDJI CERVICAL CAGE,PEEK,NA,NA,NA,NA
6302,F0105020,INNESIS PEEK CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,INNESIS PEEK CERVICAL CAGE,PEEK+TI-6A1-4V ELI ALLOY,NA,NA,NA,NA
6303,F0105021,NEOIC PEEK CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NEOIC PEEK CERVICAL CAGE,PEEK,NA,NA,NA,NA
6304,F0105022,IVA ACIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,IVA ACIF PEEK CAGE,PEEK+TANTALUM,NA,NA,NA,NA
6305,F0105025,DREAM CAGE PEEK CERVICAL,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DREAM CAGE PEEK CERVICAL,PEEK,NA,NA,NA,NA
6306,F0105036,CERVICAL CAGE SYSTEM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CERVICAL CAGE SYSTEM,"PEEK, TI6AL4V ELI",NA,NA,NA,NA
6307,F0105041,SG CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SG CERVICAL CAGE,"PEEK, TITANIUM",NA,NA,NA,NA
6308,F0105042,4CIS PEEK ACIF CAGE (STERILE),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,4CIS PEEK ACIF CAGE (STERILE),PEEK,NA,NA,NA,NA
6309,F0105069,ENDO CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ENDO CERVICAL CAGE,PEEK+TITANIUM ALLOY,NA,NA,NA,NA
6310,F0105070,LNK ACIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LNK ACIF PEEK CAGE,PEEK,NA,NA,NA,NA
6311,F0105072,CORNERSTONE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CORNERSTONE,PEEK,NA,NA,NA,NA
6312,F0105073,C7 CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,C7 CAGE,PEEK 등,NA,NA,NA,NA
6313,F0105080,CERVICAL CAGE R,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CERVICAL CAGE R,POLYETHERETHERKETONE (PEEK),NA,NA,NA,NA
6314,F0105084,LOSPA IS ACIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LOSPA IS ACIF CAGE,PEEK,NA,NA,NA,NA
6315,F0105086,ACE EDEN PEEK CAGE III (for vertebrae cervicales),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ACE EDEN PEEK CAGE III (경추용),PEEK,NA,NA,NA,NA
6316,F0105087,FLOS CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,FLOS CERVICAL CAGE,"PEEK, TITANIUM 6Al-4V ELI",NA,NA,NA,NA
6317,F0105088,ACE EDEN PEEK CAGE (for vertebrae cervicales),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ACE EDEN PEEK CAGE(경추용),PEEK,NA,NA,NA,NA
6318,F0105091,ISIS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ISIS,PEEK,NA,NA,NA,NA
6319,F0105092,TAMARISK CJ CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TAMARISK CJ CAGE,PEEK,NA,NA,NA,NA
6320,F0105096,EDEN CERVICAL PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,EDEN CERVICAL PEEK CAGE,PEEK,NA,NA,NA,NA
6321,F0105098,SYNSTER CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SYNSTER CERVICAL CAGE,"PEEK-OPTIMA LT1, TI-6AL-4V-ELI",NA,NA,NA,NA
6322,F0105101,ST V4 CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ST V4 CERVICAL CAGE,PEEK + TITANIUM ALLOY,NA,NA,NA,NA
6323,F0105103,ZERO-P SYSTEM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ZERO-P SYSTEM,"PEEK, TAN",NA,NA,NA,NA
6324,F0105109,BIO EDEN PEEK CAGE (for vertebrae cervicales),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BIO EDEN PEEK CAGE (경추용),PEEK,NA,NA,NA,NA
6325,F0105115,CAGE CERVICAL PM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CAGE CERVICAL PM,PEEK,NA,NA,NA,NA
6326,F0105142,4CIS MARLIN PEEK ACIF CAGE(STERILE),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,4CIS MARLIN PEEK ACIF CAGE(STERILE),PEEK,NA,NA,NA,NA
6327,F0105169,ENDO SPINAL CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ENDO SPINAL CERVICAL CAGE,"PEEK, TI-6AL-4V ELI",NA,NA,NA,NA
6328,F0105181,KASIOS KAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,KASIOS KAGE,PEEK+TANTALUM,NA,NA,NA,NA
6329,F0105184,LOSPA IS ACIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LOSPA IS ACIF CAGE,PEEK(STERILE),NA,NA,NA,NA
6330,F0105187,RUDI CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,RUDI CERVICAL CAGE,"PEEK, TITANIUM 6Al-4V ELI",NA,NA,NA,NA
6331,F0105188,ACE EDEN PEEK CAGE II (for vertebrae cervicales),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ACE EDEN PEEK CAGE II(경추용),PEEK,NA,NA,NA,NA
6332,F0105191,SHIVAS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SHIVAS,PEEK,NA,NA,NA,NA
6333,F0105203,ACIS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ACIS,PEEK,NA,NA,NA,NA
6334,F0105209,BIO EDEN PEEK CAGE III (for vertebrae cervicales),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BIO EDEN PEEK CAGE III(경추용),"PEEK, TITANIUM ALLOY, TANTALUM MARKER",NA,NA,NA,NA
6335,F0105215,CERFUSE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CERFUSE,PEEK,NA,NA,NA,NA
6336,F0105242,4CIS MARLIN PEEK ACIF CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,4CIS MARLIN PEEK ACIF CAGE,PEEK,NA,NA,NA,NA
6337,F0105268,ANYPLUS CERVICAL PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ANYPLUS CERVICAL PEEK CAGE,PEEK,NA,NA,NA,NA
6338,F0105272,DIVERGENCE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DIVERGENCE,"PEEK, 타이타늄-6알루미늄-4바나듐합금",NA,NA,NA,NA
6339,F0105286,ACE EDEN PEEK CAGE IV (for vertebrae cervicales),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ACE EDEN PEEK CAGE IV(경추용),PEEK,NA,NA,NA,NA
6340,F0105296,EDEN CERVICAL PEEK CAGE -Ⅲ(STERILE),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,EDEN CERVICAL PEEK CAGE -Ⅲ(STERILE),PEEK,NA,NA,NA,NA
6341,F0105309,BIO EDEN PEEK CAGE I (for vertebrae cervicales),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BIO EDEN PEEK CAGE I (경추용),PEEK,NA,NA,NA,NA
6342,F0105321,VELOFIX PEEK CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,VELOFIX PEEK CERVICAL CAGE,PEEK,NA,NA,NA,NA
6343,F0105368,ANYPLUS CERVICAL PEEK CAGE(STERILE),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ANYPLUS CERVICAL PEEK CAGE(STERILE),PEEK,NA,NA,NA,NA
6344,F0105372,COMPACT CORNERSTONE ALLIANCE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,COMPACT CORNERSTONE ALLIANCE,"폴리에테르에테르케톤, 타이타늄-6알루미늄-4바나듐 합금",NA,NA,NA,NA
6345,F0105386,ACE AC CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ACE AC CAGE,PEEK,NA,NA,NA,NA
6346,F0105391,PERFECT-C,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PERFECT-C,"PEEK,TITANIUM 6Al-4V ELI",NA,NA,NA,NA
6347,F0105396,EDEN CERVICAL PEEK CAGE-IV,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,EDEN CERVICAL PEEK CAGE-IV,PEEK+ TITANIUM ALLOY+TANTALUM MARKER,NA,NA,NA,NA
6348,F0105409,BIO EDEN PEEK CAGE IV (for vertebrae cervicales),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,BIO EDEN PEEK CAGE IV (경추용),PEEK 등,NA,NA,NA,NA
6349,F0105421,VELOFIX SA CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,VELOFIX SA CERVICAL CAGE,"PEEK, TI ALLOY, TANTALUM",NA,NA,NA,NA
6350,F0105591,KH CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,KH CERVICAL CAGE,"POLYETHERETHERKETONE, TITANIUM 6AI-4V ELI",NA,NA,NA,NA
6351,F0105641,TP CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TP CERVICAL CAGE,"PEEK, TITANIUM",NA,NA,NA,NA
6352,F0105803,WAVE CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,WAVE CAGE,PEEK+HA,NA,NA,NA,NA
6353,F0105902,APIS TRULINE CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,APIS TRULINE CERVICAL CAGE,PEEK+TANTALUM MARKER,NA,NA,NA,NA
6354,F0105903,MIGHTMUS-C,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MIGHTMUS-C,PEEK,NA,NA,NA,NA
6355,F0105907,MUSE ACIF PEEK CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MUSE ACIF PEEK CAGE,PEEK,NA,NA,NA,NA
6356,F0105908,UNICORN-CS CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,UNICORN-CS CAGE,PEEK 등,NA,NA,NA,NA
6357,F0105923,NOVOMAX-C,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,NOVOMAX-C,BGS-7,NA,NA,NA,NA
6358,F0109020,DCC CERVICAL ANTERIOR CAGE SET,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DCC CERVICAL ANTERIOR CAGE SET,TITANIUM-6AL-4V ELI ALLOY,NA,NA,NA,NA
6359,F0109026,3D CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,3D CAGE,TITANIUM TI-6AL-4V ELI,NA,NA,NA,NA
6360,F0109043,PRIMARY CAGE(C),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PRIMARY CAGE(C),TI6AL4V ELI ALLOY,NA,NA,NA,NA
6361,F0109104,TM CERVICAL INTERBODY FUSION,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,TM CERVICAL INTERBODY FUSION,POROUS TANTALUM (TRABECULAR METAL),NA,NA,NA,NA
6362,F0109108,GHIVAS CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,GHIVAS CERVICAL CAGE,"PEEK, TI-6AL-4V-ELI",NA,NA,NA,NA
6363,F0109140,EIT CELLULAR TITANIUM CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,EIT CELLULAR TITANIUM CERVICAL CAGE,ELI TI6AL4V,NA,NA,NA,NA
6364,F0109208,PEAK CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,PEAK CERVICAL CAGE,POLYETHERETHERKETONE+TITANIUM,NA,NA,NA,NA
6365,F0109308,CORE CERVICAL CAGE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CORE CERVICAL CAGE,"PEEK, TI-6AL-4V-ELI",NA,NA,NA,NA
6366,F0121003,CERVIOS CHRONOS,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CERVIOS CHRONOS,PEEK +β-TCP,NA,NA,NA,NA
6367,F0121005,INSERBONE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,INSERBONE,PEEK+TI-6A-4V ELI+β-TCP(100%),NA,NA,NA,NA
6368,F0121025,DREAM CAGE MBCP-PEEK CERVICAL,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DREAM CAGE MBCP-PEEK CERVICAL,PEEK+MBCP,NA,NA,NA,NA
6369,F0122025,DREAM CAGE MBCP-PEEK PLIF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DREAM CAGE MBCP-PEEK PLIF,PEEK+MBCP,NA,NA,NA,NA
6370,F0123025,DREAM CAGE MBCP-PEEK ALIF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DREAM CAGE MBCP-PEEK ALIF,PEEK+MBCP,NA,NA,NA,NA
6371,F0123125,DREAM CAGE MBCP-PEEK TLIF,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DREAM CAGE MBCP-PEEK TLIF,PEEK+MBCP,NA,NA,NA,NA
6372,F0201002,CABLE DANEK TITANIUM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CABLE DANEK TITANIUM,TITANIUM,NA,NA,NA,NA
6373,F0201004,CABLE SONGER,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CABLE SONGER,TITANIUM,NA,NA,NA,NA
6374,F0201104,SONGER CABLE CERVICAL THORACIC SYSTEM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SONGER CABLE CERVICAL THORACIC SYSTEM,TI-6AL-4V ELI,NA,NA,NA,NA
6375,F0204003,SYNEX,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,SYNEX,TITANIUM ALLOY,NA,NA,NA,NA
6376,F0204068,ANYPLUS VERTEBRAL BODY REPLACEMENT SYSTEM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ANYPLUS VERTEBRAL BODY REPLACEMENT SYSTEM,TI-6AL-4V ELI,NA,NA,NA,NA
6377,F0204101,VLIFT SYSTEM,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,VLIFT SYSTEM,TI6AL4V,NA,NA,NA,NA
6378,F0451072,UCSS(UNIVERSAL CANNULATED CORTICAL BONE SCREW),Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,UCSS(UNIVERSAL CANNULATED CORTICAL BONE SCREW),TITANIUM ALLOY,NA,NA,NA,NA
6379,F0461172,DIVERGENCE-L PLATE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DIVERGENCE-L PLATE,TITANIUM ALLOY,NA,NA,NA,NA
6380,F0462172,DIVERGENCE-L SCREW,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,DIVERGENCE-L SCREW,TITANIUM ALLOY,NA,NA,NA,NA
6381,F0463002,APIS DOLPHIN LAMINOPLASTY PLATE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,APIS DOLPHIN LAMINOPLASTY PLATE,순 타이타늄,NA,NA,NA,NA
6382,F0463003,ARCH LAMINOPLASTY PLATE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ARCH LAMINOPLASTY PLATE,TICP,NA,NA,NA,NA
6383,F0463033,EX-FIX LAMINOPLASTY PLATE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,EX-FIX LAMINOPLASTY PLATE,TITANIUM,NA,NA,NA,NA
6384,F0463072,CENTERPIECE PLATE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CENTERPIECE PLATE,PURE TITANIUM,NA,NA,NA,NA
6385,F0463086,LAMINOPLASTY PLATE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LAMINOPLASTY PLATE,PURE TITANIUM,NA,NA,NA,NA
6386,F0463090,CAPAX LAMINOPLASTY PLATE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CAPAX LAMINOPLASTY PLATE,순타이타늄,NA,NA,NA,NA
6387,F0463091,MAXPACER PLATE,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MAXPACER PLATE,POLYETHERETHERKETONE (PEEK-OPTIMA LT1),NA,NA,NA,NA
6388,F0464002,APIS DOLPHIN LAMINOPLASTY SCREW,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,APIS DOLPHIN LAMINOPLASTY SCREW,타이타늄-6알루미늄-4바나듐 합금,NA,NA,NA,NA
6389,F0464003,ARCH LAMINOPLASTY SCREW,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,ARCH LAMINOPLASTY SCREW,TICP,NA,NA,NA,NA
6390,F0464033,EX-FIX LAMINOPLASTY SCREW,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,EX-FIX LAMINOPLASTY SCREW,TITANIUM ALLOY,NA,NA,NA,NA
6391,F0464072,CENTERPIECE SCREW,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CENTERPIECE SCREW,TITANIUM ALLOY,NA,NA,NA,NA
6392,F0464086,LAMINOPLASTY SCREW,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,LAMINOPLASTY SCREW,TITANIUM ALLOY,NA,NA,NA,NA
6393,F0464090,CAPAX LAMINOPLASTY PLATE SCREW,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,CAPAX LAMINOPLASTY PLATE SCREW,타이타늄-6알루미늄-4바나듐합금,NA,NA,NA,NA
6394,F0464091,MAXPACER SCREW,Device,Korean EDI,Therapeutic materials,1970-01-01,2099-12-31,,MAXPACER SCREW,TITANIUM 6AL-4V ELI,NA,NA,NA,NA
