conceptSynonym,conceptName
신경외과전문의 만1세미만 야간 제2의수술,Neurosurgeon Under 12 months Nighttime second surgery
신경외과전문의 만1세미만 응급,Neurosurgeon Under 12 months Emergency
신경외과전문의 만1세미만 응급 제2의수술,Neurosurgeon Under 12 months Emergency second surgery
신경외과전문의 만1세미만 응급 야간,Neurosurgeon Under 12 months Emergency Nighttime
신경외과전문의 만1세미만 응급 야간 제2의수술,Neurosurgeon Under 12 months Emergency Nighttime second surgery
신경외과전문의 만1세미만 응급 공휴일,Neurosurgeon Under 12 months Emergency holiday
신경외과전문의 만1세미만 응급 공휴일 제2의수술,Neurosurgeon Under 12 months Emergency holiday second surgery
신경외과전문의 만1세미만 공휴일,Neurosurgeon Under 12 months holiday 
신경외과전문의 만1세미만 공휴일 제2의수술,Neurosurgeon Under 12 months holiday second surgery
신경외과전문의 만1세이상~만6세미만,Neurosurgeon More than 12 months~ Under 72 months
신경외과전문의 만1세이상~만6세미만 제2의수술,Neurosurgeon More than 12 months~ Under 72 months second surgery
신경외과전문의 만1세이상~만6세미만 야간,Neurosurgeon More than 12 months~ Under 72 months Nighttime
신경외과전문의 만1세이상~만6세미만 야간 제2의수술,Neurosurgeon More than 12 months~ Under 72 months Nighttime second surgery
신경외과전문의 만1세이상~만6세미만 응급,Neurosurgeon More than 12 months~ Under 72 months Emergency
신경외과전문의 만1세이상~만6세미만 응급 제2의수술,Neurosurgeon More than 12 months~ Under 72 months Emergency second surgery
신경외과전문의 만1세이상~만6세미만 응급 야간,Neurosurgeon More than 12 months~ Under 72 months Emergency Nighttime
신경외과전문의 만1세이상~만6세미만 응급 야간 제2의수술,Neurosurgeon More than 12 months~ Under 72 months Emergency Nighttime second surgery
신경외과전문의 만1세이상~만6세미만 응급 공휴일,Neurosurgeon More than 12 months~ Under 72 months Emergency holiday
신경외과전문의 만1세이상~만6세미만 응급 공휴일 제2의수술,Neurosurgeon More than 12 months~ Under 72 months Emergency holiday second surgery
신경외과전문의 만1세이상~만6세미만 공휴일,Neurosurgeon More than 12 months~ Under 72 months holiday
신경외과전문의 만1세이상~만6세미만 공휴일 제2의수술,Neurosurgeon More than 12 months~ Under 72 months holiday second surgery
흉부외과 전문의 제2의수술,Thoracic surgeon second surgery
(상급종합병원·종합병원)신생아 흉부외과 전문의,"(Senior General Hospital, General Hospital) Neonate Thoracic surgeon"
(상급종합병원·종합병원)만1세미만 흉부외과 전문의,"(Senior General Hospital, General Hospital) Under 12 months Thoracic surgeon"
흉부외과 전문의 제2의수술(종병이상),Thoracic surgeon second surgery(General hospital or higher) 
(상급종합병원·종합병원)만1세이상~만6세미만 흉부외과 전문의,"(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months  Thoracic surgeon"
(상급종합병원·종합병원)신생아 흉부외과 전문의 제2의수술(종병이상),"(Senior General Hospital, General Hospital) Neonate Thoracic surgeon second surgery(General hospital or higher) "
(상급종합병원·종합병원)만1세미만 흉부외과 전문의 제2의수술(종병이상),"(Senior General Hospital, General Hospital) Under 12 months Thoracic surgeon second surgery(General hospital or higher) "
(상급종합병원·종합병원)만1세이상~만6세미만 흉부외과 전문의 제2의수술(종병이상),"(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months Thoracic surgeon second surgery(General hospital or higher) "
흉부외과 전문의 야간,Thoracic surgeon Nighttime
흉부외과 전문의 야간 제2의수술,Thoracic surgeon Nighttime second surgery
(상급종합병원·종합병원)신생아 흉부외과 전문의 야간,"(Senior General Hospital, General Hospital) Neonate Thoracic surgeon Nighttime"
(상급종합병원·종합병원)만1세미만 흉부외과 전문의 야간,"(Senior General Hospital, General Hospital) Under 12 months Thoracic surgeon Nighttime"
흉부외과 전문의 야간 제2의수술(종병이상),Thoracic surgeon Nighttime second surgery(General hospital or higher) 
(상급종합병원·종합병원)만1세이상~만6세미만 흉부외과 전문의 야간,"(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months  Thoracic surgeon Nighttime"
(상급종합병원·종합병원)신생아 흉부외과 전문의 야간 제2의수술(종병이상),"(Senior General Hospital, General Hospital) Neonate Thoracic surgeon Nighttime second surgery(General hospital or higher) "
(상급종합병원·종합병원)만1세미만 흉부외과 전문의 야간 제2의수술(종병이상),"(Senior General Hospital, General Hospital) Under 12 months Thoracic surgeon Nighttime second surgery(General hospital or higher) "
(상급종합병원·종합병원)만1세이상~만6세미만 흉부외과 전문의 야간 제2의수술(종병이상),"(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months Thoracic surgeon Nighttime second surgery(General hospital or higher) "
흉부외과 전문의 응급,Thoracic surgeon second surgery Emergency
흉부외과 전문의 응급 제2의수술,Thoracic surgeon second surgery Emergency second surgery
(상급종합병원·종합병원)신생아 흉부외과 전문의 응급,"(Senior General Hospital, General Hospital) Neonate Thoracic surgeon Emergency"
(상급종합병원·종합병원)만1세미만 흉부외과 전문의 응급,"(Senior General Hospital, General Hospital) Under 12 months Thoracic surgeon Emergency"
흉부외과 전문의 응급 제2의수술(종병이상),Thoracic surgeon second surgery(General hospital or higher) 
(상급종합병원·종합병원)만1세이상~만6세미만 흉부외과 전문의 응급,"(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months  Thoracic surgeon Emergency"
(상급종합병원·종합병원)신생아 흉부외과 전문의 응급 제2의수술(종병이상),"(Senior General Hospital, General Hospital) Neonate Thoracic surgeon Emergency second surgery(General hospital or higher) "
(상급종합병원·종합병원)만1세미만 흉부외과 전문의 응급 제2의수술(종병이상),"(Senior General Hospital, General Hospital) Under 12 months Thoracic surgeon Emergency second surgery(General hospital or higher) "
(상급종합병원·종합병원)만1세이상~만6세미만 흉부외과 전문의 응급 제2의수술(종병이상),"(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months  Thoracic surgeon Emergency second surgery(General hospital or higher) "
흉부외과 전문의 응급 야간,Thoracic surgeon second surgery Emergency Nighttime
흉부외과 전문의 응급 야간 제2의수술,Thoracic surgeon second surgery Emergency Nighttime second surgery
(상급종합병원·종합병원)신생아 흉부외과 전문의 응급 야간,"(Senior General Hospital, General Hospital) Neonate Thoracic surgeon Emergency Nighttime"
(상급종합병원·종합병원)만1세미만 흉부외과 전문의 응급 야간,"(Senior General Hospital, General Hospital) Under 12 months Thoracic surgeon Emergency Nighttime"
흉부외과 전문의 응급 야간 제2의수술(종병이상),Thoracic surgeon Emergency Nighttime second surgery(General hospital or higher) 
(상급종합병원·종합병원)만1세이상~만6세미만 흉부외과 전문의 응급 야간,"(Senior General Hospital, General Hospital) More than 12 months~ Under 72 monthsThoracic surgeon Emergency Nighttime"
(상급종합병원·종합병원)신생아 흉부외과 전문의 응급 야간 제2의수술(종병이상),"(Senior General Hospital, General Hospital) Neonate Thoracic surgeon Emergency Nighttime second surgery(General hospital or higher) "
(상급종합병원·종합병원)만1세미만 흉부외과 전문의 응급 야간 제2의수술(종병이상),"(Senior General Hospital, General Hospital) Under 12 months Thoracic surgeon Emergency Nighttime second surgery(General hospital or higher) "
(상급종합병원·종합병원)만1세이상~만6세미만 흉부외과 전문의 응급 야간 제2의수술(종병이상),"(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months Thoracic surgeon Emergency Nighttime second surgery(General hospital or higher) "
흉부외과 전문의 응급 공휴일,Thoracic surgeon  Emergency  holiday
흉부외과 전문의 응급 공휴일 제2의수술,Thoracic surgeon  Emergency  holiday second surgery
(상급종합병원·종합병원)신생아 흉부외과 전문의 응급 공휴일,"(Senior General Hospital, General Hospital) Neonate Thoracic surgeon  Emergency  holiday"
(상급종합병원·종합병원)만1세미만 흉부외과 전문의 응급 공휴일,"(Senior General Hospital, General Hospital) Under 12 months Thoracic surgeon  Emergency  holiday"
흉부외과 전문의 응급 공휴일 제2의수술(종병이상),Thoracic surgeon Emergency  holiday second surgery(General hospital or higher) 
(상급종합병원·종합병원)만1세이상~만6세미만 흉부외과 전문의 응급 공휴일,"(Senior General Hospital, General Hospital) More than 12 months~ Under 72 months Thoracic surgeon  Emergency  holiday"
